filename,size,bucket,action,reason,first_line
TAB_VISIBILITY_AUDIT_DEC5_2025.md,12842,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,"# Tab Visibility System Audit - December 5, 2025"
TAG_SYSTEM_COMPLETE_FLOW_TRACE.md,21213,Suspicious,review-needed,no pattern matched - needs judgement,# 🏷️ Tag System: Complete Flow Trace (All Tag Types)
TAG_SYSTEM_IMPLEMENTATION_SUMMARY.md,13933,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 🏷️ Tag System Implementation Summary
TEAM_AUTHENTICATION_ARCHITECTURE.md,27623,Suspicious,review-needed,no pattern matched - needs judgement,# Team Authentication Architecture - Complete Reference
TEAM_AUTHENTICATION_INTEGRATION_GUIDE.md,16832,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Team Authentication Integration Guide
TEAM_AUTHENTICATION_QUICK_REFERENCE.md,9488,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Team Authentication - Quick Reference Card
TEAM_ID_BACKEND_IMPLEMENTATION.md,3,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,﻿
TEAM_ID_IMPLEMENTATION_SUMMARY.md,13246,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Team ID System - Complete Implementation Summary
TEAM_ID_INTEGRATION_PLAN.md,6734,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Team ID Implementation - Complete Integration Plan
TEAM_ID_MANAGEMENT_COMPLETE.md,38841,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete implementation',# Team ID Management System - Complete Implementation
TEAM_ID_PRODUCTION_ENHANCEMENTS_COMPLETE.md,17635,Suspicious,review-needed,no pattern matched - needs judgement,# Team ID System - Production Enhancements Complete
TEAM_ID_ROUTING_TEST_RESULTS.md,8041,Scratch,git mv -> archive/timelines_and_reports/,title contains 'test results',# Team ID Routing - Test Results Summary
TEAM_ID_SYSTEM_INTEGRATION_ANALYSIS.md,40752,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,# Team ID System - Complete Integration Architecture Analysis
TEAM_ID_THREAD_SHARING_ANALYSIS.md,3,Suspicious,review-needed,no pattern matched - needs judgement,﻿
TEAM_ID_VIDEO_CHAT_INFRASTRUCTURE_GUIDE.md,35224,Suspicious,review-needed,no pattern matched - needs judgement,# Team ID & Video Chat Infrastructure Guide
TEAM_ID_VISUAL_INTEGRATION_COMPLETE.md,16816,Suspicious,review-needed,no pattern matched - needs judgement,# Team ID Visual Integration - Frontend Complete
TEAM_MESSAGING_SESSION_IDENTITY_IMPLEMENTATION.md,25579,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Team Messaging: Session Identity Management
TEAM_MESSAGING_WITH_SUB_USERS.md,23685,Suspicious,review-needed,no pattern matched - needs judgement,# Team Messaging with Sub-Users
TEAM_SYSTEM_FRONTEND_IMPLEMENTATION_MAR28_2026.md,14485,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,"# Teams System Frontend Implementation - March 28, 2026"
TEAMS_ENDPOINT_ANALYSIS_MAR31_2026.md,7579,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# Teams Endpoint Analysis & Fix — March 31, 2026"
TEMPLATE_LIBRARY_INTEGRATION_PLAN.md,14639,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 🎯 Template Library Integration Plan
TEST_BADGE_DEBUG.md,5438,Suspicious,review-needed,no pattern matched - needs judgement,# Thread History Badge Debug Test
test_login_double_init_fix.md,4287,Suspicious,review-needed,no pattern matched - needs judgement,"# Login Double Initialization Fix - November 17, 2025"
TEST_MULTIUSER_SYNC.md,6461,Suspicious,review-needed,no pattern matched - needs judgement,# Multi-User Sync Diagnostic Test
test_phantom_thread_fix.md,6681,Suspicious,review-needed,no pattern matched - needs judgement,"# Quick Test: Phantom Thread Fix (Nov 22, 2025)"
TEST_PRIME_REMOVAL.md,1841,Suspicious,review-needed,no pattern matched - needs judgement,# Quick Test Commands - Prime-Loaded Removal
TEST_QUOTES_BY_CATEGORY_NO_ANSWERS.md,17230,Suspicious,review-needed,no pattern matched - needs judgement,# Test Quotes by Product Category - Questions Only
TEST_QUOTES_BY_CATEGORY_WITH_ANSWERS.md,27381,Suspicious,review-needed,no pattern matched - needs judgement,# Test Quotes by Product Category - With Calculated Answers
TEST_QUOTES_CLIENT_EMAILS.md,19992,Suspicious,review-needed,no pattern matched - needs judgement,# Test Quote Requests - Client Email Format
TEST_RESULTS_COMPREHENSIVE.md,8220,Scratch,git mv -> archive/timelines_and_reports/,title contains 'test results',# 🧪 COMPREHENSIVE TEST RESULTS
TEST_RESULTS_DEC13_2025.md,5657,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🧪 System Test Results - December 13, 2025"
TEST_RESULTS_NOV18_2025.md,11863,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Test Results - November 18, 2025"
TEST_RESULTS_SUMMARY.md,9736,Scratch,git mv -> archive/timelines_and_reports/,title contains 'test results',# Intelligent Discovery System - Test Results Summary
TEST_RESULTS_SUMMARY_JAN9.md,9168,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Test Results Summary - Universal File Tools Fix
TEST_SUITE_EXPANSION_COMPLETE_JAN23_2026.md,14027,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Test Suite Expansion Complete ✅
TEST_SUITE_PATH_FIX.md,11576,Suspicious,review-needed,no pattern matched - needs judgement,"# Test Suite Module Path Fix - December 1, 2025"
TEST_SUITE_REQUIREMENTS_JAN23_2026.md,21401,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# Test Suite Requirements - January 23, 2026"
TEST_SUITE_SUCCESS_51_PERCENT.md,9999,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Test Suite Success - 51.4% Pass Rate Achieved! 🎉
TEST_SUITE_SUMMARY.md,10387,Suspicious,review-needed,no pattern matched - needs judgement,# Test Suite - Persistent Semantic Search ✅
test_synergy_drag_drop.md,5422,Suspicious,review-needed,no pattern matched - needs judgement,# Synergy Drag & Drop Debugging Guide
TEST_THINKING_BLOCK_FIX.md,7580,Suspicious,review-needed,no pattern matched - needs judgement,# Test Plan: Thinking Block Order Fix
test_with_browser.md,2145,Suspicious,review-needed,no pattern matched - needs judgement,# Test Device Lock with Browser
TESTING_INTELLIGENCE_LAYERS.md,11550,Suspicious,review-needed,no pattern matched - needs judgement,# 🧪 Testing Intelligence Layers - Quick Start Guide
THINKING_BLOCK_IMMUTABILITY_FIX_DEC4_2025.md,8036,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Thinking Block Immutability Fix - December 4, 2025"
THINKING_BLOCK_ORDER_FIX_NOV22.md,6677,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Thinking Block Order Fix - November 22, 2025"
THINKING_BLOCKS_CURRENT_BEHAVIOR_ANALYSIS.md,12369,Suspicious,review-needed,no pattern matched - needs judgement,# Thinking Block Handling Analysis - Current vs Recommended
THINKING_BLOCKS_DEBUGGING_CHECKLIST_DEC13.md,7382,Historical,git mv -> archive/timelines_and_reports/,fix/debug/incident content,"# Thinking Blocks Debugging Checklist - December 13, 2025"
THINKING_BLOCKS_SIGNATURE_TIMESTAMP_ANALYSIS_DEC13.md,10416,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Deep Dive: Tool Schemas, Signatures, Timestamps, and Thinking Blocks"
THINKING_DOTS_REMOVAL_COMPLETE.md,5301,Suspicious,review-needed,no pattern matched - needs judgement,# Thinking Dots Removal - Complete
THREAD_ASSIGNMENTS_CORRECTED.md,8085,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Assignments - CORRECTED Documentation
THREAD_CARD_EMAIL_BADGE_SUMMARY.md,12640,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation summary',# Thread Card Email Badge - Implementation Summary
THREAD_CARD_EXPAND_BUTTON_FIX.md,11274,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Card Expand Button Fix
THREAD_CARD_EXPAND_COLLAPSE_DIRECT_ANSWERS.md,13003,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Card Expand/Collapse - Direct Answers to Your Questions
THREAD_CARD_EXPANSION_FIX_DEC9_2025.md,9704,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Thread Card Expansion Button Fix - December 9, 2025"
THREAD_CARD_EXPANSION_VISUAL_GUIDE.md,19470,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Card Expansion - Visual Reference Guide
THREAD_CARD_INTEGRATION_INDEX.md,9795,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Thread Card Integration - Documentation Index
THREAD_CARD_INTEGRATION_SUMMARY.md,9689,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Thread Card Module Integration - Complete Summary
THREAD_CARD_MODULARIZATION_COMPLETE.md,19850,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Thread Card Modularization - COMPLETE ✅
THREAD_CARD_PLACEHOLDER_FIX_NOV29.md,7717,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Thread Card Placeholder Fix - November 29, 2025"
THREAD_CASCADE_ARCHITECTURE.md,34153,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Assignment Cascade Architecture
THREAD_CASCADE_IMPLEMENTATION_STATUS.md,21078,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Thread Assignment CASCADE Implementation Guide
THREAD_COPY_CONVERSATION_COMPLETE.md,6724,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Copy Conversation Feature - Complete
THREAD_CREATION_POSTGRESQL_FIX_NOV17.md,12209,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Thread Creation PostgreSQL Fix (November 17, 2025)"
THREAD_DATABASE_SUPABASE_COMPLETE.md,11802,Scratch,git mv -> archive/timelines_and_reports/,title contains 'migration complete',# Thread & Message Database - Supabase Migration Complete
THREAD_DELETE_AND_AGENT_ICON_ANALYSIS.md,12120,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Delete & Agent Icon Analysis
THREAD_DRAG_DROP_FIX_NOV21.md,6005,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Thread Drag & Drop Fix - November 21, 2025"
THREAD_EXPANSION_CSS_FIX_DEC9_2025.md,4678,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Thread Card Expansion CSS Fix - December 9, 2025"
THREAD_EXPANSION_DEBUG_DEC9.md,7775,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Thread Card Expansion - Debug Guide (Dec 9, 2025)"
THREAD_EXPANSION_ISOLATION_FIXES_DEC13.md,9239,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Thread Card Expansion - Isolation Fixes (Dec 13, 2025)"
THREAD_EXPANSION_STATE_PRESERVATION_FIX_DEC9.md,8399,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Thread Card Expansion State Preservation - December 9, 2025"
THREAD_EXPANSION_TEST_EXECUTION.md,9034,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Card Expansion Fixes - Test Execution Report
THREAD_INFO_CARD_ANALYSIS.md,25656,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete analysis',# Thread Info Card - Complete Analysis
THREAD_INFO_CARD_DEBUG_COMPLETE.md,6644,Scratch,git mv -> archive/timelines_and_reports/,title contains 'debug complete',# Thread Info Card Debug Complete
THREAD_INFO_CARD_DOM_STRUCTURE_AND_ISOLATION.md,21249,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,# Thread Info Card Structure - Complete DOM & Isolation Analysis
THREAD_INFO_CARD_FRAMEWORK_ANALYSIS.md,28258,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Info Card Integration Analysis - Complete Framework Flow
THREAD_INFO_CARDS_AND_TAGS_COMPLETE_ANALYSIS.md,25053,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Info Cards & Tags - Complete System Analysis
THREAD_INFO_CARDS_SYSTEM_INTEGRATION_ARCHITECTURE.md,53054,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,# Thread Info Cards System - Complete Integration Architecture Analysis
THREAD_INFO_VERTICAL_AND_EMPTY_STATE_FIX_DEC6_2025.md,14232,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Thread Info Vertical Layout & Empty State Analysis - December 6, 2025"
THREAD_ISOLATION_BUG_ANALYSIS.md,12412,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete analysis',# Thread Isolation Bug - Complete Analysis
THREAD_ISOLATION_ISSUES_EXPLAINED.md,12073,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Isolation Issues - Diagnosis & Fixes
THREAD_LOCATION_BADGE_FIX_DEC29_2025.md,8370,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Thread Location Badge Display Fix - December 29, 2025"
THREAD_MANAGER_ADDITIONAL_SMOKE_TEST.md,8488,Scratch,git mv -> archive/timelines_and_reports/,title contains 'test report',# FINAL SMOKE TEST REPORT
THREAD_MESSAGE_LOADING_ANALYSIS.md,23739,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Message Loading Analysis
THREAD_METADATA_TEST_INSTRUCTIONS.md,6758,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Metadata Persistence - Manual Test Instructions
THREAD_ROUTES_SQLITE_FIX.md,5821,Suspicious,review-needed,no pattern matched - needs judgement,"# Thread Routes SQLite Query Fix - November 17, 2025"
THREAD_ROUTES_SQLITE_TO_SUPABASE_COMPLETE.md,8052,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Routes SQLite → Supabase Migration - Complete
THREAD_SLUG_NAMEERROR_FIX_NOV23.md,11840,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# NameError Fix: thread_slug Undefined in run_simple_agent_worker
THREAD_SYNERGY_DELETION_GUIDE.md,5847,Suspicious,review-needed,no pattern matched - needs judgement,# Thread-Synergy Deletion Guide - Quick Reference
THREAD_SYNERGY_EXTRACTION_COMPLETE.md,15919,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Thread-Synergy Extraction Complete ✅
THREAD_SYSTEM.md,36156,Suspicious,review-needed,no pattern matched - needs judgement,# Thread System Architecture
THREAD_TAGS_USAGE_ANALYSIS.md,13415,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Tags Usage Analysis
THREAD_UNLOAD_FUNCTIONALITY_COMPLETE_DEC8.md,10303,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Thread Unload Functionality - Complete Implementation
THREAD_VISIBILITY_COMPLETE_AUDIT_MAY29.md,11526,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,# Thread Visibility — Complete Audit Report
THREAD_VISIBILITY_FIX_SUMMARY_MAY29_2026.md,11139,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Thread Visibility — Complete Fix Summary & Status Report
THREE_WARNINGS_ANALYSIS_JAN19_2026.md,14900,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# Three Production Warnings Analysis - January 19, 2026"
TIPTAP_ADVANCED_EXTENSIONS_PLAN.md,18102,Suspicious,review-needed,no pattern matched - needs judgement,# Tiptap Advanced Extensions - Implementation Plan
TOKEN_OVERFLOW_FIX_JAN20_2026.md,11601,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# 🔥 TOKEN OVERFLOW FIX - January 20, 2026"
TOKEN_REDUCTION_EXAMPLES.md,40793,Suspicious,review-needed,no pattern matched - needs judgement,# Token Reduction Examples - Before vs After
TOOL_CONSTRUCTION_PROCESS.md,34306,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete guide',# Tool Construction Process - Complete Guide
TOOL_DISCOVERY.md,21379,Suspicious,review-needed,no pattern matched - needs judgement,# TOOL DISCOVERY - Technical Documentation
TOOL_EMBEDDINGS_PERSISTENCE_COMPLETE.md,12447,Suspicious,review-needed,no pattern matched - needs judgement,# Tool Embeddings - Supabase Persistence Implementation
TOOL_ENHANCEMENT_INSTRUCTIONS.md,45663,Suspicious,review-needed,no pattern matched - needs judgement,# Tool Enhancement Instructions - Intelligence Layers Integration
TOOL_ENHANCEMENT_QUICK_START.md,12070,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Tool Enhancement Quick Start Guide
TOOL_EXECUTION_ARCHITECTURE_CLARIFICATION_DEC15.md,8221,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Tool Execution Architecture - CORRECTED - December 15, 2025"
TOOL_INTELLIGENCE_IMPLEMENTATION_SUMMARY.md,20756,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# AI Tool Intelligence System - Implementation Summary
TOOL_LIBRARY_ARCHITECTURE_ANALYSIS.md,66319,Suspicious,review-needed,no pattern matched - needs judgement,# Tool Library Architecture - Comprehensive Analysis
tool_quality_report.md,481302,Scratch,git mv -> archive/timelines_and_reports/,title contains 'audit',# Tool Quality Audit Report
TOOL_RESULT_BUBBLES_TEST_PLAN.md,5760,Suspicious,review-needed,no pattern matched - needs judgement,# Tool Result Bubbles Test Plan
TOOL_RESULT_SEPARATE_BUBBLES_IMPLEMENTATION_NOV19.md,7225,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Tool Result Separate Bubbles Implementation (Option 1)
TOOL_RESULT_VISUAL_COMPARISON.md,8896,Suspicious,review-needed,no pattern matched - needs judgement,# Tool Result Bubbles - Visual Comparison
TOOL_RESULT_VISUAL_MOCKUP.md,10844,Suspicious,review-needed,no pattern matched - needs judgement,# Tool Result Visual Mockup - What You Want
TOOL_SCHEMA_QUALITY_ANALYSIS.md,12446,Suspicious,review-needed,no pattern matched - needs judgement,# Tool Schema Quality Analysis
TOOL_SHORT_DESCRIPTION_ASSESSMENT_JAN19_2026.md,19362,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Tool Implementation Assessment: Short Descriptions for Vectorization
TOOL_STRUCTURE_AND_CATEGORIES_GUIDE.md,39895,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete guide',"# Tool Structure, Locations, and Categories - Complete Guide"
TOOL_USE_ERROR_FIX_PLAN.md,5685,Suspicious,review-needed,no pattern matched - needs judgement,# Tool Use / Tool Result Error Fix Plan
TOOL_USE_ID_MISMATCH_FIX_COMPLETE.md,9733,Suspicious,review-needed,no pattern matched - needs judgement,# Tool Use ID Mismatch Fix - COMPLETE ✅
TOOL_USE_TOOL_RESULT_CONVERSATION_FIX_NOV19.md,9338,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Tool Use/Tool Result Conversation History Fix (November 19, 2025)"
TOOL_USE_VALIDATION_FIX_NOV21.md,6266,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Tool Use Validation Fix - November 21, 2025"
TOOL_VECTORIZATION_INTEGRATION_GUIDE.md,30881,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Tool Vectorization & Intelligent Discovery - Integration Guide
TRANSCRIPTION.md,74650,Suspicious,review-needed,no pattern matched - needs judgement,# TRANSCRIPTION.md
TRANSCRIPTION_CSS_PATH_FIX_NOV29.md,4050,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Transcription CSS Path Fix - November 29, 2025"
Transcription_Feature_Analysis_May28_2026.md,55939,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# Transcription Feature Analysis — May 28, 2026"
TRANSCRIPTION_FINAL_FIX_NOV27_COMPLETE.md,10025,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🎯 TRANSCRIPTION FINAL FIX - ALL ISSUES RESOLVED - November 27, 2024"
TRANSCRIPTION_FIX_APPLIED_NOV27.md,12451,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# ✅ Transcription Streaming Fix Applied - November 27, 2025"
TRANSCRIPTION_NO_TEXT_APPEARING_FIX_NOV27.md,10921,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Transcription Text NOT Appearing - ROOT CAUSE FIX - November 27, 2024"
TRANSCRIPTION_SEND_TO_CHAT_BUTTONS_ADDED_NOV27.md,9628,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Transcription ""Send to Chat"" Buttons - Added November 27, 2024"
TRANSCRIPTION_STREAMING_ANALYSIS_NOV27.md,19409,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🔍 Transcription Streaming Analysis - November 27, 2025"
TRANSCRIPTION_UPLOAD_ENHANCEMENTS_DEC17.md,19814,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Transcription File Upload Enhancements
TRANSCRIPTION_UPLOAD_TAB_COMPLETE.md,13376,Suspicious,review-needed,no pattern matched - needs judgement,# 🎤 Transcription System - Upload Tab & Database Storage Complete
TRANSLATION_REMOVAL_ANALYSIS_JAN26_2026.md,20034,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# Translation Removal Analysis - January 26, 2026"
TRUNCATION_FIX_COMPLETE_NOV19.md,6312,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Tool Result Truncation Fix - Complete (Nov 19, 2025)"
TRUNCATION_LOGIC_DISABLED_JAN27_2026.md,9440,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# Truncation Logic Disabled - Jan 27, 2026"
TWO_WAY_INTERACTION_FRAMEWORK_COMPLETE.md,15047,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# Two-Way Interaction Framework - Implementation Complete ✅
TWORULE_ROBUSTNESS_FIXES_COMPLETE.md,11014,Suspicious,review-needed,no pattern matched - needs judgement,# TwoRule Per-Bubble Processor - Robustness Fixes Complete
UI_CONTROL_MISSING_FROM_PROMPT_NOV22.md,8713,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# UI Control Instructions Missing from System Prompt - November 22, 2025"
UI_MODULES_INTEGRATION_COMPLETE_NOV28.md,13910,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# UI/modules Integration Complete - November 28, 2025"
UI_PATH_FIX_COMPLETE_NOV30.md,8751,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# UI PATH FIX - 404 Errors Resolved
UI_STRUCTURE_AND_WORKFLOW_CARD_PLACEMENT.md,13341,Suspicious,review-needed,no pattern matched - needs judgement,# UI Structure & Workflow Card Placement Guide
UNCOMMITTED_CHANGES_DEC10_2025.md,7007,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Uncommitted Changes Summary
UNCOMMITTED_CHANGES_SUMMARY.md,7820,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,"# Uncommitted Changes Summary - December 13, 2025"
UNIFIED_CUSTOMER_INTELLIGENCE_DASHBOARD.md,36642,Suspicious,review-needed,no pattern matched - needs judgement,# Unified Customer Intelligence Dashboard - Complete Specification
UNIVERSAL_FILE_HANDLER_COMPLETE.md,24804,Suspicious,review-needed,no pattern matched - needs judgement,# 🎯 Universal File Handler - Complete Documentation
UNIVERSAL_FILE_HANDLER_QUICK_START.md,11282,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 🚀 Universal File Handler - Quick Start Guide
UNIVERSAL_FILE_TOOLS_CREDENTIAL_FIX_JAN9.md,9922,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Universal File Tools - Credential Injection Fix
UNIVERSAL_SEARCH_ARCHITECTURE_ANALYSIS.md,27779,Suspicious,review-needed,no pattern matched - needs judgement,# 🔍 Universal Search - Multi-Platform Multi-Database Architecture Analysis
UNIVERSAL_SEARCH_DEPLOYMENT_GUIDE.md,24010,Suspicious,review-needed,no pattern matched - needs judgement,# 🔍 Universal Search System - Complete Deployment Guide
UNIVERSAL_SEARCH_QUICK_REFERENCE.md,7694,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Universal Search - Quick Reference Card
UNIVERSAL_SIDEBAR_FRAMEWORK_COMPLETE_NOV28.md,13979,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Universal Sidebar Framework - COMPLETE ✅
UNLOAD_FIXES_DEC12_2025.md,9663,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Unload Button Fixes - December 12, 2025"
UPDATECURRENTTHREAD_ANALYSIS.md,20753,Suspicious,review-needed,no pattern matched - needs judgement,# 🔍 updateCurrentThread() METHOD ANALYSIS
URGENT_FIX_SUMMARY_DEC6.md,6124,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# URGENT FIX APPLIED - Connection Pool Leak & LazyLoader Paths
USER_FEEDBACK_REINFORCEMENT_LEARNING.md,20710,Suspicious,review-needed,no pattern matched - needs judgement,# User Feedback & Reinforcement Learning System
USER_ID_AND_TOOLUSE_ANALYSIS_JAN13_2026.md,17409,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# User ID Injection & ToolUseAgent Dependency Analysis
USER_ID_FIX_COMPLETE_JAN13_2026.md,8824,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# User ID Injection Fix - IMPLEMENTED
USER_ID_INJECTION_FIX_IMPLEMENTATION_JAN13_2026.md,16859,Historical,git mv -> archive/timelines_and_reports/,fix/debug/incident content,# User ID Injection Fix - Implementation Guide
USER_PLATFORM_FILTERING_COMPLETE.md,21334,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# User Platform Filtering - Implementation Complete
USER_PREFERENCES_INTEGRATION_DEC9.md,12749,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 🎨 User Preferences Integration - Account Sidebar
USER_PREFERENCES_LOADING_FIX_DEC10.md,8742,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# User Preferences Database Loading Fix - December 10, 2025"
USER_SESSIONS_DUPLICATE_TABLE_FIX.md,6825,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete fix',# User Sessions Duplicate Table - Complete Fix
USERAUTH_ERROR_FIX_COMPLETE.md,11993,Suspicious,review-needed,no pattern matched - needs judgement,# UserAuth Error Fix - Complete ✅
V10_URL_REDIRECT_FIX_COMPLETE.md,7512,Suspicious,review-needed,no pattern matched - needs judgement,# V10 URL Redirect Fix - Complete
V11_OAUTH_CONFIGURATION_GUIDE.md,7659,Scratch,git mv -> archive/timelines_and_reports/,title contains 'configuration guide',﻿# V11 OAuth Configuration Guide
V5_V6_MODULE_LOADING_COMPARISON.md,13947,Suspicious,review-needed,no pattern matched - needs judgement,# V5/V6 vs Current Main Branch - Module Loading Comparison
V6_DEPLOYMENT_FIXES.md,10309,Suspicious,review-needed,no pattern matched - needs judgement,# V6 Branch - Deployment Fixes for Supabase Integration
VALIDATION_COMPLETE_JAN19_2026.md,13720,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# ✅ VALIDATION COMPLETE - All 27 Calculators (Jan 19, 2026)"
VALIDATION_TESTING_COMPLETE_JAN23_2026.md,12285,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# InHouse Wrapper Validation - Testing Complete ✅
VECTOR_DATABASE.md,58153,Suspicious,review-needed,no pattern matched - needs judgement,# Vector Database System Documentation
VECTOR_UNIVERSAL_SEARCH_INTEGRATION_ANALYSIS.md,53574,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,# 🔍 **VECTOR DATABASE & UNIVERSAL SEARCH - Complete System Integration Analysis**
VERIFICATION_SYSTEM_WEAKNESSES_AND_IMPROVEMENTS.md,32673,Suspicious,review-needed,no pattern matched - needs judgement,# Verification System: Critical Analysis & Improvements
VERIFY_JSON_SAVING_NOW.md,5042,Suspicious,review-needed,no pattern matched - needs judgement,# VERIFY JSON SAVING - IMMEDIATE ACTION ITEMS
